dt_refer;valor_mercado;lpa;lpa_acum;p/l;l/p;ebitda;ebitda_acum;divida_bruta;caixa_total;divida_liquida;dl_ebitda;dl_pl;ev_ebitda;vpa;p/vp;margem_liquida;roe;roic;proventos;payout;buyback_nao_acum;fco_nao_acum;fci_nao_acum;fcf_nao_acum;fco_acum;fci_acum;fcf_acum;capex;capex_acum;free_cash_flow;net_capex;rd;adjusted_net_capex;working_capital;change_in_non_cash_wc;change_in_non_cash_wc_acum;reinvestment_rate;effective_tax_rate;fcfe;fcff
2021-03-31;42310711389.96533;1.0204834322500536;4.18;6.844817166123094;14.609594029030875;4011616.0;14580101.0;47615018.0;18437789.0;29177229.0;2.001167824557594;0.3992806654744129;4.903116953028332;46.57597382666137;0.6142938816668738;19.603502547260586;9.04432237873452;9.130480883660612;0.0;0.0;-0.0;3131519.0;881719.0;-4007895.0;5555398.0;3228534.0;-8806599.0;279298.0;1172443.0;4382955.0;1140127.0;0;1140127.0;19266027.0;413025.0;2087511.0;0.2929015497209863;0.42867525532530565;-503843.0;9862532.81752349
2021-06-30;54734757889.508865;1.6054696761631142;5.6;6.612096514020648;15.123796179918816;3327669.0;15574351.0;47238963.0;23817093.0;23421870.0;1.5038745434721486;0.31014957881355437;5.018291156370424;48.13340123434753;0.7692733014697699;31.78595174521425;11.695466275773448;9.133401854643758;0.0;0.0;0.0;-954002.0;993875.0;587595.0;4718928.0;3592602.0;-7882945.0;538262.0;1532696.0;3186232.0;1001391.0;0;1001391.0;24358151.0;4455633.0;4112801.0;0.4561402476033245;0.24482225029431923;774386.0;9236330.197037466
2021-09-30;48845977972.23663;0.5888372401335686;3.27;10.101152705854597;9.899860234965095;5092539.0;11832699.0;49098489.0;24326200.0;24772289.0;2.093545099051366;0.3241040466519122;6.2215955102243905;48.71669754756583;0.6780174151972036;9.687627176590308;6.802531211037433;5.821578380574788;0.0;0.0;0.0;263830.0;31825.0;666054.0;5137390.0;2689578.0;-6293524.0;691994.0;1897265.0;3240125.0;2875942.0;0;2875942.0;18608974.0;2806218.0;1119294.0;0.5466993216402692;0.7608399948427024;258135.0;4941532.653503738
2022-03-31;48062389804.50821;1.7262339771474973;4.94;6.594369092933562;15.164452973546577;3810127.0;16241951.0;42496202.0;18717210.0;23778992.0;1.4640477612572529;0.30054066119094097;4.423199023596871;50.42969703575237;0.6459722194245339;29.58589387711002;9.883630348891565;6.959210288154237;0.0;0.0;-0.0;1683814.0;-91363.0;-1635866.0;4125161.0;1816056.0;-4390112.0;266102.0;1775656.0;2349505.0;-37747.0;0;-37747.0;17238162.0;341749.0;3147967.0;0.367482921228223;0.2423452147289401;3216173.0;10565348.573540803
2022-06-30;85406310782.47833;0.6362274345057785;4.56;8.860931898418226;11.285494702634054;3313340.0;15543675.0;36079423.0;18366050.0;17713373.0;1.1395871954347991;0.16551198024826685;6.634189391021;48.721389725786054;0.8293246494855646;15.816518547500605;7.11218212135059;5.7507502387123175;0.0;0.0;0.0;1647699.0;1109404.0;-483011.0;2641341.0;2043741.0;-865228.0;55907.0;1552265.0;1089076.0;-211100.0;0;-211100.0;12859904.0;-2165831.0;227362.0;0.0019760886228720777;0.6126454161852924;7437191.0;12078024.53413226
2022-09-30;83659614312.0079;-0.006315326562742398;2.94;12.782631439416587;7.823115332234291;1606236.0;13822242.0;55270110.0;19398307.0;35871803.0;2.5952231917224426;0.3207265436692572;8.647758975136444;48.60252595680478;0.7732301087660466;-0.0010954792310831276;4.543382164557529;4.810820273432955;0.0;-0.0;0.0;2120657.0;1792556.0;-2222107.0;5716000.0;2842422.0;-3674930.0;32544552.0;33558555.0;-27842555.0;32294179.0;0;32294179.0;18817356.0;-2020098.0;-3669513.0;3.560446135014439;0.9995860635110281;-25720359.0;-17672371.1203097
2023-03-31;65188534597.17178;0.21178891759738094;2.57;11.325368621469936;8.829734672867614;5884283.0;14613986.0;58741800.0;23307000.0;35434800.0;2.4247183485737565;0.3191825680638487;6.885413370258585;48.11988605603834;0.6048683765227938;4.407930089503251;4.074109467276829;5.628228879881054;0.0;0.0;-0.0;1101845.0;2975115.0;-3198216.0;6554015.0;5785712.0;-7539200.0;688470.0;33555031.0;-27001016.0;30393249.0;0;30393249.0;24879195.0;1693592.0;-326506.0;3.1468893025886517;0.5246646589919162;-30869538.0;-20706312.46164771
2023-06-30;78916632447.74628;0.7304523993118631;1.57;22.287390642105393;4.486841981899834;7177339.0;17981198.0;57369379.0;20193458.0;37175921.0;2.06748855109654;0.3335228078732651;6.456330298334198;48.31366317613592;0.7242506779198031;17.510126515191665;3.073175719846849;7.398031234068836;0.0;0.0;0.0;2405301.0;1366840.0;-3961445.0;7275502.0;7243915.0;-9864779.0;617674.0;33906603.0;-26631101.0;29968189.0;0;29968189.0;13908917.0;810672.0;-1551175.0;2.2751127748275954;0.24473690115771343;-29540757.0;-15768651.044353925
2023-09-30;73065109606.89545;0.643187830257826;1.58;20.552908016156547;4.865491536350499;5395908.0;20063766.0;71110709.0;31951002.0;39159707.0;1.951762545476258;0.3460139041373146;5.593407369628187;49.05459020180755;0.6619889093341313;16.81488094763609;3.0937956698032822;8.208721075057287;0.0;0.0;0.0;3129311.0;-3606878.0;10054004.0;8757114.0;2527633.0;672236.0;900607.0;34751303.0;-25994189.0;29868676.0;0;29868676.0;27122801.0;1372350.0;1518083.0;2.07482825370994;0.0;-22157969.0;-16205620.0
2024-03-31;82774733095.5162;0.14219199089419224;1.73;21.218353888892025;4.712900940555563;5337116.0;23794646.0;60956974.0;17999056.0;42957918.0;1.8053606681099605;0.381119195854883;5.284073194260432;48.8558046273697;0.7513488419187555;3.791279257091228;3.3997089549022403;9.57376920163919;0.0;0.0;-0.0;1286078.0;-1350878.0;-1489352.0;7922535.0;-615801.0;1404991.0;661972.0;2868723.0;5053812.0;-3727614.0;0;-3727614.0;16436071.0;1880911.0;3253261.0;-0.028529128967627358;0.47998911314619064;10810618.0;15933466.567491412
2024-06-30;72269761563.61389;0.7543256704632094;2.27;14.052766640280836;7.116036475932084;5071046.0;22981409.0;72091323.0;26524016.0;45567307.0;1.9827899586139388;0.39890796408646173;5.127495383925933;49.51245091779763;0.6442779479125094;20.75778991104766;4.524813357905252;9.527982470767496;0.0;0.0;0.0;1856268.0;-3775765.0;8371056.0;8676958.0;-7366681.0;12974263.0;988571.0;3168824.0;5508134.0;-3139639.0;0;-3139639.0;31439771.0;2037698.0;1716456.0;-0.08016724240149724;0.0;25857839.0;18096129.0
2024-09-30;79267533567.75284;0.0;1.54;22.736445340243254;4.398224898550924;10801049.0;26605119.0;70054432.0;29135799.0;40918633.0;1.5379984957030262;0.33709251273487356;4.517407592416814;52.61454016494307;0.6654838323058162;65.15733555061986;8.851917553281035;11.785405229908882;0.0;0.0;68399.0;3776331.0;1807055.0;-1848548.0;10047988.0;-6926466.0;15087160.0;422966.0;2974116.0;7073872.0;-1486229.0;0;-1486229.0;28317940.0;1305704.0;1867382.0;0.01689347505686849;0.14149184955745878;28537009.0;20183233.304550096
2025-03-31;84378930028.86963;-0.1530229088565337;0.74;50.28783437368032;1.9885525245910782;4317530.0;25526741.0;71063585.0;30852050.0;40211535.0;1.5752710069804836;0.3307476696257459;4.8807822756876655;52.69721065285885;0.7061663601449959;-3.3955053009939626;7.33265501804846;10.95650964546449;0.0;-0.0;-0.0;3139353.0;494563.0;-7542602.0;10058030.0;-2825025.0;-2509446.0;263573.0;2337082.0;7720948.0;-1729979.0;0;-1729979.0;32316807.0;-570730.0;734974.0;-0.04714153414079348;0.0;13699904.0;22454685.0
2025-06-30;85137356804.56543;-0.5739784426448217;0.03;1250.7277170817058;0.07995345320508904;1258703.0;21448328.0;70289868.0;29837143.0;40452725.0;1.886054940972555;0.340640694152192;5.85547189527153;51.43947671174964;0.7294364933514293;-12.99255659035656;6.112790097904403;10.060134458153785;0.0;-0.0;0.0;3941417.0;1065078.0;-5140680.0;12713369.0;-409069.0;-6160774.0;569747.0;2244857.0;10468512.0;-1239863.0;0;-1239863.0;23172781.0;-1539991.0;-2115198.0;-0.17641363644728852;0.45412163183689375;13650342.0;21260843.87613168
2025-09-30;115131877169.64722;0.0;-0.73;-69.77359301423374;-1.4332069724372674;-1494996.0;14882286.0;70835953.0;28255723.0;42580230.0;2.8611350433663216;0.38942814569128803;10.59730387990442;47.36155524137238;1.0754444747603418;-54.46753677554508;0.06259442872726954;6.369789199032248;0.0;-0.0;36728.0;4213495.0;-3616900.0;-4624885.0;15070596.0;-250204.0;-19156715.0;722671.0;1978957.0;13091639.0;-1051856.0;0;-1051856.0;25066140.0;164798.0;-567196.0;-0.14107106355103932;0.0;-6172239.0;13470525.0
